state,null_count,total_count,null_fraction
0,4936,4954,0.9963665724666936
1,5118,5130,0.9976608187134502
2,5097,5110,0.9974559686888455
3,4911,4926,0.9969549330085262
4,5069,5088,0.9962657232704403
5,4974,4985,0.9977933801404213
6,4985,4999,0.9971994398879775
7,5071,5092,0.9958758837391988
8,4875,4899,0.9951010410287814
9,5055,5073,0.9964518036664696
10,5085,5103,0.9964726631393298
11,5048,5072,0.9952681388012619
12,4839,4872,0.9932266009852216
13,5010,5026,0.996816553919618
14,4820,4839,0.9960735689191982
15,4916,4926,0.9979699553390174
16,4925,4937,0.9975693741138343
17,4952,4961,0.9981858496270913
18,4988,4999,0.9977995599119824
19,4997,5009,0.9976043122379716
