state,null_count,total_count,null_fraction
0,5012,5028,0.9968178202068417
1,4949,4960,0.9977822580645161
2,5016,5026,0.9980103461997613
3,4919,4935,0.996757852077001
4,4914,4925,0.9977664974619289
5,4997,5008,0.9978035143769968
6,4911,4924,0.9973598700243704
7,4905,4922,0.9965461194636327
8,4981,5001,0.996000799840032
9,5009,5030,0.9958250497017893
10,5039,5057,0.9964405774174412
11,5016,5041,0.9950406665344178
12,5021,5041,0.9960325332275343
13,4912,4923,0.9977655900873451
14,5006,5028,0.9956245027844073
15,5003,5013,0.9980051865150609
16,4925,4938,0.9973673552045362
17,5151,5164,0.9974825716498839
18,5023,5032,0.9982114467408585
19,4989,5004,0.9970023980815348
