state,null_count,total_count,null_fraction
0,5073,5082,0.9982290436835891
1,4979,4987,0.998395829155805
2,5010,5020,0.99800796812749
3,5043,5060,0.9966403162055336
4,5038,5047,0.9982167624331286
5,4966,4982,0.9967884383781613
6,5103,5116,0.9974589523064894
7,5010,5023,0.9974119052359148
8,4993,5008,0.9970047923322684
9,4951,4975,0.9951758793969849
10,4952,4971,0.996177831422249
11,5050,5061,0.9978265164987157
12,4961,4981,0.9959847420196748
13,4985,5000,0.997
14,4935,4947,0.9975742874469375
15,4904,4912,0.998371335504886
16,5046,5061,0.997036158861885
17,4961,4969,0.9983900181122962
18,4946,4954,0.9983851433185305
19,4829,4844,0.9969033856317093
