state,null_count,total_count,null_fraction,sn_sg_0,sn_sg_1,sn_sg_null,rc_sg_0,rc_sg_1
0,1,1,1.0,0.13202175858330276,0.7359564828333945,0.13202175858330276,0.004110961037668874,0.0028619553873087517
1,0,1,0.0,0.07667371244490201,0.846652575110196,0.07667371244490201,0.0036865109167571247,0.0028619553873087517
2,0,0,0,0.03563319896659942,0.9287336020668011,0.03563319896659942,0.004110961037668874,0.0028619553873087517
3,0,2,0.0,0.03413006340184242,0.9317398731963151,0.03413006340184242,0.004110961037668874,0.0028619553873087517
4,0,1,0.0,0.025295983735412857,0.9494080325291743,0.025295983735412857,0.004110961037668874,0.0028619553873087517
5,1,4,0.25,0.027609477032320893,0.9447810459353582,0.027609477032320893,0.004110961037668874,0.0028619553873087517
6,0,1,0.0,0.027654475946719107,0.9446910481065618,0.027654475946719107,0.004110961037668874,0.0028619553873087517
7,0,2,0.0,0.09157655432894055,0.8814360424007113,0.026987403270348088,0.004110961037668874,0.1707447621109883
8,0,0,0,0.1263840273119734,0.8365883422734812,0.03702763041454543,0.004110961037668874,0.0028619553873087517
9,1,1,1.0,0.1737355807095237,0.7755433002286723,0.050721119061803974,0.004110961037668874,0.0028619553873087517
10,0,2,0.0,0.2746881172428538,0.6783305326629203,0.04698135009422586,0.004110961037668874,0.0028619553873087517
11,0,0,0,0.3834209133597631,0.5511634088770965,0.06541567776314046,0.004110961037668874,0.0028619553873087517
12,0,1,0.0,0.38382184913010237,0.5507506295562726,0.06542752131362496,0.0391609609593514,0.014104860930812448
13,0,1,0.0,0.38422228081309506,0.5502322026696659,0.06554551651723907,0.004110961037668874,0.0028619553873087517
14,0,0,0,0.023891069204585308,0.9722984072910086,0.0038105235044061415,0.004110961037668874,0.0028619553873087517
15,0,0,0,0.41542277363055763,0.5183124932985707,0.06626473307087172,0.004110961037668874,0.3105420342131894
16,0,0,0,0.09994457709755433,0.8840850975071658,0.01597032539527982,0.019608692171291107,0.0028619553873087517
