state,null_count,total_count,null_fraction
0,128,151,0.847682119205298
1,8,149,0.053691275167785234
2,8,153,0.05228758169934641
3,1,140,0.007142857142857143
4,3,147,0.02040816326530612
5,0,165,0.0
6,1,143,0.006993006993006993
7,3,150,0.02
8,3,146,0.02054794520547945
9,4,169,0.023668639053254437
10,3,142,0.02112676056338028
11,2,132,0.015151515151515152
12,5,158,0.03164556962025317
13,3,145,0.020689655172413793
14,13,151,0.08609271523178808
15,129,143,0.9020979020979021
16,169,174,0.9712643678160919
17,148,154,0.961038961038961
18,150,154,0.974025974025974
19,127,134,0.9477611940298507
