state,null_count,total_count,null_fraction
0,128,134,0.9552238805970149
1,148,154,0.961038961038961
2,145,160,0.90625
3,15,139,0.1079136690647482
4,11,168,0.06547619047619048
5,6,144,0.041666666666666664
6,9,154,0.05844155844155844
7,2,155,0.012903225806451613
8,8,147,0.05442176870748299
9,9,129,0.06976744186046512
10,4,145,0.027586206896551724
11,4,146,0.0273972602739726
12,0,148,0.0
13,15,157,0.09554140127388536
14,31,151,0.2052980132450331
15,124,146,0.8493150684931506
16,142,153,0.9281045751633987
17,145,149,0.9731543624161074
18,161,164,0.9817073170731707
19,153,157,0.9745222929936306
