state,null_count,total_count,null_fraction
0,70,135,0.5185185185185185
1,45,146,0.3082191780821918
2,37,165,0.22424242424242424
3,28,147,0.19047619047619047
4,20,149,0.1342281879194631
5,21,169,0.1242603550295858
6,9,157,0.05732484076433121
7,5,155,0.03225806451612903
8,2,163,0.012269938650306749
9,1,168,0.005952380952380952
10,1,146,0.00684931506849315
11,6,145,0.041379310344827586
12,7,150,0.04666666666666667
13,9,151,0.059602649006622516
14,147,165,0.8909090909090909
15,125,132,0.946969696969697
16,122,125,0.976
17,134,138,0.9710144927536232
18,128,133,0.9624060150375939
19,155,161,0.9627329192546584
