state,null_count,total_count,null_fraction
0,142,150,0.9466666666666667
1,150,153,0.9803921568627451
2,143,151,0.9470198675496688
3,119,122,0.9754098360655737
4,142,154,0.922077922077922
5,8,147,0.05442176870748299
6,0,145,0.0
7,2,159,0.012578616352201259
8,1,147,0.006802721088435374
9,0,145,0.0
10,2,160,0.0125
11,3,172,0.01744186046511628
12,5,143,0.03496503496503497
13,19,162,0.11728395061728394
14,145,153,0.9477124183006536
15,132,139,0.9496402877697842
16,164,166,0.9879518072289156
17,168,173,0.9710982658959537
18,124,125,0.992
19,128,134,0.9552238805970149
