state,null_count,total_count,null_fraction
0,164,169,0.9704142011834319
1,134,141,0.950354609929078
2,45,156,0.28846153846153844
3,25,140,0.17857142857142858
4,23,158,0.14556962025316456
5,10,147,0.06802721088435375
6,14,167,0.08383233532934131
7,7,134,0.05223880597014925
8,2,146,0.0136986301369863
9,0,160,0.0
10,2,151,0.013245033112582781
11,1,153,0.006535947712418301
12,3,149,0.020134228187919462
13,7,139,0.050359712230215826
14,127,147,0.8639455782312925
15,141,152,0.9276315789473685
16,152,160,0.95
17,131,135,0.9703703703703703
18,139,144,0.9652777777777778
19,149,152,0.9802631578947368
