state,null_count,total_count,null_fraction
0,131,136,0.9632352941176471
1,134,137,0.9781021897810219
2,129,137,0.9416058394160584
3,159,163,0.9754601226993865
4,125,136,0.9191176470588235
5,19,140,0.1357142857142857
6,8,165,0.048484848484848485
7,2,172,0.011627906976744186
8,0,142,0.0
9,2,152,0.013157894736842105
10,0,145,0.0
11,2,131,0.015267175572519083
12,2,152,0.013157894736842105
13,1,142,0.007042253521126761
14,1,158,0.006329113924050633
15,2,147,0.013605442176870748
16,11,179,0.061452513966480445
17,30,146,0.2054794520547945
18,151,161,0.937888198757764
19,153,159,0.9622641509433962
