state,null_count,total_count,null_fraction
0,145,151,0.9602649006622517
1,162,165,0.9818181818181818
2,144,148,0.972972972972973
3,146,152,0.9605263157894737
4,116,134,0.8656716417910447
5,10,130,0.07692307692307693
6,4,137,0.029197080291970802
7,5,166,0.030120481927710843
8,0,149,0.0
9,1,136,0.007352941176470588
10,1,151,0.006622516556291391
11,0,158,0.0
12,4,164,0.024390243902439025
13,3,176,0.017045454545454544
14,5,150,0.03333333333333333
15,7,143,0.04895104895104895
16,31,153,0.20261437908496732
17,134,144,0.9305555555555556
18,152,156,0.9743589743589743
19,131,137,0.9562043795620438
