state,null_count,total_count,null_fraction
0,89,92,0.967391304347826
1,100,101,0.9900990099009901
2,110,111,0.990990990990991
3,105,107,0.9813084112149533
4,92,93,0.989247311827957
5,100,103,0.970873786407767
6,102,105,0.9714285714285714
7,102,103,0.9902912621359223
8,91,97,0.9381443298969072
9,106,113,0.9380530973451328
10,87,90,0.9666666666666667
11,95,97,0.979381443298969
12,81,83,0.9759036144578314
13,106,108,0.9814814814814815
14,89,91,0.978021978021978
15,103,104,0.9903846153846154
16,110,112,0.9821428571428571
17,85,87,0.9770114942528736
18,78,80,0.975
19,89,91,0.978021978021978
20,108,111,0.972972972972973
21,110,113,0.9734513274336283
22,96,97,0.9896907216494846
23,83,85,0.9764705882352941
24,106,109,0.9724770642201835
25,94,95,0.9894736842105263
26,98,99,0.98989898989899
27,114,118,0.9661016949152542
28,99,100,0.99
29,103,105,0.9809523809523809
