state,null_count,total_count,null_fraction
0,97,99,0.9797979797979798
1,106,107,0.9906542056074766
2,97,98,0.9897959183673469
3,106,107,0.9906542056074766
4,94,95,0.9894736842105263
5,99,100,0.99
6,93,95,0.9789473684210527
7,105,106,0.9905660377358491
8,84,86,0.9767441860465116
9,91,94,0.9680851063829787
10,99,101,0.9801980198019802
11,91,95,0.9578947368421052
12,102,107,0.9532710280373832
13,103,106,0.9716981132075472
14,85,93,0.9139784946236559
15,111,114,0.9736842105263158
16,107,112,0.9553571428571429
17,98,109,0.8990825688073395
18,93,100,0.93
19,74,92,0.8043478260869565
20,73,103,0.7087378640776699
21,79,94,0.8404255319148937
22,102,104,0.9807692307692307
23,92,93,0.989247311827957
24,91,92,0.9891304347826086
25,95,96,0.9895833333333334
26,89,91,0.978021978021978
27,109,110,0.990909090909091
28,102,103,0.9902912621359223
29,97,98,0.9897959183673469
