state,null_count,total_count,null_fraction
0,102,103,0.9902912621359223
1,112,113,0.9911504424778761
2,96,100,0.96
3,94,95,0.9894736842105263
4,85,88,0.9659090909090909
5,102,104,0.9807692307692307
6,91,99,0.9191919191919192
7,105,109,0.963302752293578
8,89,92,0.967391304347826
9,113,115,0.9826086956521739
10,90,94,0.9574468085106383
11,81,81,1.0
12,116,120,0.9666666666666667
13,106,107,0.9906542056074766
14,94,97,0.9690721649484536
15,101,103,0.9805825242718447
16,91,94,0.9680851063829787
17,91,92,0.9891304347826086
18,103,105,0.9809523809523809
19,90,92,0.9782608695652174
20,112,115,0.9739130434782609
21,102,104,0.9807692307692307
22,85,87,0.9770114942528736
23,98,101,0.9702970297029703
24,89,89,1.0
25,105,109,0.963302752293578
26,93,94,0.9893617021276596
27,103,104,0.9903846153846154
28,80,84,0.9523809523809523
29,107,110,0.9727272727272728
