state,null_count,total_count,null_fraction
0,85,87,0.9770114942528736
1,105,106,0.9905660377358491
2,100,102,0.9803921568627451
3,92,93,0.989247311827957
4,98,99,0.98989898989899
5,95,102,0.9313725490196079
6,103,104,0.9903846153846154
7,88,90,0.9777777777777777
8,117,118,0.9915254237288136
9,91,93,0.978494623655914
10,103,108,0.9537037037037037
11,102,106,0.9622641509433962
12,79,91,0.8681318681318682
13,78,84,0.9285714285714286
14,104,106,0.9811320754716981
15,99,103,0.9611650485436893
16,93,98,0.9489795918367347
17,115,116,0.9913793103448276
18,90,93,0.967741935483871
19,113,114,0.9912280701754386
20,106,109,0.9724770642201835
21,106,107,0.9906542056074766
22,90,92,0.9782608695652174
23,108,110,0.9818181818181818
24,77,79,0.9746835443037974
25,97,100,0.97
26,97,98,0.9897959183673469
27,116,117,0.9914529914529915
28,81,82,0.9878048780487805
29,90,93,0.967741935483871
