state,null_count,total_count,null_fraction
0,98,100,0.98
1,103,106,0.9716981132075472
2,101,102,0.9901960784313726
3,107,110,0.9727272727272728
4,104,107,0.9719626168224299
5,102,103,0.9902912621359223
6,95,99,0.9595959595959596
7,94,94,1.0
8,84,87,0.9655172413793104
9,93,95,0.9789473684210527
10,96,100,0.96
11,136,138,0.9855072463768116
12,83,91,0.9120879120879121
13,63,98,0.6428571428571429
14,41,91,0.45054945054945056
15,32,99,0.32323232323232326
16,41,103,0.39805825242718446
17,94,98,0.9591836734693877
18,97,100,0.97
19,108,109,0.9908256880733946
20,90,91,0.989010989010989
21,110,112,0.9821428571428571
22,98,99,0.98989898989899
23,101,104,0.9711538461538461
24,97,98,0.9897959183673469
25,94,96,0.9791666666666666
26,82,83,0.9879518072289156
27,96,98,0.9795918367346939
28,103,105,0.9809523809523809
29,83,84,0.9880952380952381
