state,null_count,total_count,null_fraction
0,135,143,0.9440559440559441
1,161,162,0.9938271604938271
2,141,145,0.9724137931034482
3,128,134,0.9552238805970149
4,137,141,0.9716312056737588
5,143,147,0.9727891156462585
6,131,137,0.9562043795620438
7,129,134,0.9626865671641791
8,139,147,0.9455782312925171
9,142,154,0.922077922077922
10,128,168,0.7619047619047619
11,28,152,0.18421052631578946
12,18,151,0.11920529801324503
13,8,153,0.05228758169934641
14,11,164,0.06707317073170732
15,4,143,0.027972027972027972
16,5,151,0.033112582781456956
17,44,170,0.25882352941176473
18,135,155,0.8709677419354839
19,142,149,0.9530201342281879
