state,null_count,total_count,null_fraction
0,150,155,0.967741935483871
1,174,176,0.9886363636363636
2,136,139,0.9784172661870504
3,162,166,0.9759036144578314
4,140,152,0.9210526315789473
5,126,139,0.9064748201438849
6,134,139,0.9640287769784173
7,133,143,0.9300699300699301
8,122,132,0.9242424242424242
9,157,165,0.9515151515151515
10,140,152,0.9210526315789473
11,86,128,0.671875
12,15,142,0.1056338028169014
13,2,146,0.0136986301369863
14,0,159,0.0
15,2,160,0.0125
16,3,163,0.018404907975460124
17,13,147,0.08843537414965986
18,28,133,0.21052631578947367
19,124,164,0.7560975609756098
