state,null_count,total_count,null_fraction
0,155,162,0.9567901234567902
1,151,166,0.9096385542168675
2,67,158,0.4240506329113924
3,39,164,0.23780487804878048
4,14,152,0.09210526315789473
5,21,146,0.14383561643835616
6,25,144,0.1736111111111111
7,7,147,0.047619047619047616
8,2,175,0.011428571428571429
9,3,168,0.017857142857142856
10,1,172,0.005813953488372093
11,4,140,0.02857142857142857
12,5,136,0.03676470588235294
13,91,147,0.6190476190476191
14,114,120,0.95
15,143,153,0.934640522875817
16,139,142,0.9788732394366197
17,133,137,0.9708029197080292
18,138,142,0.971830985915493
19,124,129,0.9612403100775194
