state,null_count,total_count,null_fraction
0,151,158,0.9556962025316456
1,135,139,0.9712230215827338
2,137,140,0.9785714285714285
3,147,151,0.9735099337748344
4,142,150,0.9466666666666667
5,160,168,0.9523809523809523
6,141,154,0.9155844155844156
7,133,143,0.9300699300699301
8,85,126,0.6746031746031746
9,6,141,0.0425531914893617
10,6,155,0.03870967741935484
11,10,167,0.059880239520958084
12,13,170,0.07647058823529412
13,20,141,0.14184397163120568
14,11,138,0.07971014492753623
15,32,139,0.2302158273381295
16,141,170,0.8294117647058824
17,145,149,0.9731543624161074
18,152,156,0.9743589743589743
19,141,145,0.9724137931034482
