state,null_count,total_count,null_fraction
0,156,159,0.9811320754716981
1,110,129,0.8527131782945736
2,63,137,0.45985401459854014
3,57,150,0.38
4,40,150,0.26666666666666666
5,38,150,0.25333333333333335
6,35,160,0.21875
7,27,167,0.16167664670658682
8,9,151,0.059602649006622516
9,3,123,0.024390243902439025
10,2,163,0.012269938650306749
11,1,133,0.007518796992481203
12,3,184,0.016304347826086956
13,5,132,0.03787878787878788
14,10,133,0.07518796992481203
15,148,190,0.7789473684210526
16,142,149,0.9530201342281879
17,166,173,0.9595375722543352
18,121,125,0.968
19,136,142,0.9577464788732394
