state,null_count,total_count,null_fraction
0,174,177,0.9830508474576272
1,165,166,0.9939759036144579
2,143,147,0.9727891156462585
3,176,184,0.9565217391304348
4,102,146,0.6986301369863014
5,6,139,0.04316546762589928
6,1,144,0.006944444444444444
7,1,129,0.007751937984496124
8,5,142,0.035211267605633804
9,3,145,0.020689655172413793
10,5,152,0.03289473684210526
11,4,152,0.02631578947368421
12,95,157,0.6050955414012739
13,134,161,0.8322981366459627
14,139,165,0.8424242424242424
15,148,156,0.9487179487179487
16,136,141,0.9645390070921985
17,115,119,0.9663865546218487
18,140,144,0.9722222222222222
19,130,134,0.9701492537313433
