state,null_count,total_count,null_fraction
0,150,156,0.9615384615384616
1,156,158,0.9873417721518988
2,141,145,0.9724137931034482
3,129,132,0.9772727272727273
4,133,139,0.9568345323741008
5,138,144,0.9583333333333334
6,92,154,0.5974025974025974
7,12,165,0.07272727272727272
8,7,142,0.04929577464788732
9,5,159,0.031446540880503145
10,9,139,0.06474820143884892
11,10,138,0.07246376811594203
12,14,182,0.07692307692307693
13,16,129,0.12403100775193798
14,121,164,0.7378048780487805
15,152,160,0.95
16,124,139,0.8920863309352518
17,151,154,0.9805194805194806
18,154,157,0.9808917197452229
19,138,144,0.9583333333333334
