state,null_count,total_count,null_fraction
0,146,151,0.9668874172185431
1,152,155,0.9806451612903225
2,149,155,0.9612903225806452
3,113,165,0.6848484848484848
4,6,146,0.0410958904109589
5,2,154,0.012987012987012988
6,2,130,0.015384615384615385
7,0,155,0.0
8,0,148,0.0
9,1,167,0.005988023952095809
10,2,147,0.013605442176870748
11,86,147,0.5850340136054422
12,121,136,0.8897058823529411
13,106,155,0.6838709677419355
14,90,154,0.5844155844155844
15,70,155,0.45161290322580644
16,59,152,0.3881578947368421
17,47,124,0.3790322580645161
18,72,156,0.46153846153846156
19,72,148,0.4864864864864865
