state,null_count,total_count,null_fraction,sn_sg_0,sn_sg_1,sn_sg_null,rc_sg_0,rc_sg_1
0,0,0,0,0.3710898400829789,0.2578203198340422,0.3710898400829789,0.004748546873672354,0.008319985489518227
1,0,1,0.0,0.37113402061855666,0.25773195876288657,0.37113402061855666,0.004748546873672354,0.02801106132318232
2,0,0,0,0.3710898400829789,0.2578203198340422,0.3710898400829789,0.0022900013858373623,0.008319985489518227
3,0,0,0,0.08496217412379134,0.8300756517524174,0.08496217412379134,0.004748546873672354,0.008319985489518227
4,0,0,0,0.15986351194818638,0.6802729761036272,0.15986351194818638,0.004748546873672354,0.008319985489518227
5,0,0,0,0.07551280093923188,0.8489743981215363,0.07551280093923188,0.004748546873672354,0.008319985489518227
6,0,2,0.0,0.07511794985500647,0.8497641002899871,0.07511794985500647,0.004748546873672354,0.008319985489518227
7,0,2,0.0,0.07497192299287642,0.8500561540142472,0.07497192299287642,0.004748546873672354,0.012999977327372226
8,0,2,0.0,0.07507388969064144,0.8498522206187171,0.07507388969064144,0.004748546873672354,0.033279941958072906
9,0,0,0,0.07542443069639944,0.8491511386072012,0.07542443069639944,0.004748546873672354,0.008319985489518227
10,0,0,0,0.12350289993289607,0.7529942001342078,0.12350289993289607,0.004748546873672354,0.005499362475720951
11,0,0,0,0.15740837800250665,0.6851832439949866,0.15740837800250665,0.004748546873672354,0.008319985489518227
12,0,0,0,0.37977801118354515,0.24044397763290962,0.37977801118354515,0.004748546873672354,0.008319985489518227
13,0,0,0,0.3800371743677854,0.23992565126442922,0.3800371743677854,0.004748546873672354,0.008319985489518227
14,1,1,1.0,0.38019317416610227,0.23961365166779552,0.38019317416610227,0.004748546873672354,0.008319985489518227
15,0,1,0.0,0.38024525771220546,0.23950948457558918,0.38024525771220546,0.004748546873672354,0.008319985489518227
16,0,0,0,0.38019317416610227,0.23961365166779552,0.38019317416610227,0.004748546873672354,0.008319985489518227
17,0,0,0,0.3800371743677854,0.23992565126442922,0.3800371743677854,0.004748546873672354,0.008319985489518227
18,0,0,0,0.8360973606720509,0.06354080193085007,0.10036183739709911,0.004748546873672354,0.008319985489518227
19,0,0,0,0.8292624164060537,0.08536879179697317,0.08536879179697317,0.004748546873672354,0.008319985489518227
20,0,0,0,0.8301159467065019,0.08494202664674903,0.08494202664674903,0.004748546873672354,0.008319985489518227
21,0,2,0.0,0.8304365137157262,0.08478174314213689,0.08478174314213689,0.004748546873672354,0.008319985489518227
