algorithm,n_generations,n_states,n_signals,n_samples,threshold,util_gen2gen,util_gen2ground
LinearFunctionPlayer,100,1000,2,200,0.6,0.9961600000000002,0.972128712871287
LinearFunctionPlayer,100,1000,2,200,0.6,0.9961200000000001,0.9775247524752477
LinearFunctionPlayer,100,1000,2,200,0.6,0.9964750000000001,0.9762821782178218
LinearFunctionPlayer,100,1000,2,200,0.6,0.9967050000000001,0.9908861386138614
LinearFunctionPlayer,100,1000,2,200,0.6,0.99649,0.9939603960396038
LinearFunctionPlayer,100,1000,2,200,0.6,0.9967800000000002,0.9904059405940595
LinearFunctionPlayer,100,1000,2,200,0.6,0.9965900000000002,0.9926237623762376
LinearFunctionPlayer,100,1000,2,200,0.6,0.9966000000000003,0.9857920792079208
LinearFunctionPlayer,100,1000,2,200,0.6,0.9971300000000002,0.961138613861386
LinearFunctionPlayer,100,1000,2,200,0.6,0.99637,0.9841584158415844
LinearFunctionPlayer,100,1000,2,200,0.6,0.9967750000000002,0.9659554455445544
LinearFunctionPlayer,100,1000,2,200,0.6,0.9965200000000002,0.9923564356435645
LinearFunctionPlayer,100,1000,2,200,0.6,0.9966400000000002,0.9933366336633663
LinearFunctionPlayer,100,1000,2,200,0.6,0.99688,0.9864059405940595
LinearFunctionPlayer,100,1000,2,200,0.6,0.9965700000000001,0.994930693069307
LinearFunctionPlayer,100,1000,2,200,0.6,0.9965800000000001,0.9835445544554458
LinearFunctionPlayer,100,1000,2,200,0.6,0.9963350000000001,0.9908366336633664
LinearFunctionPlayer,100,1000,2,200,0.6,0.9965050000000002,0.9875990099009901
LinearFunctionPlayer,100,1000,2,200,0.6,0.9969450000000002,0.9947178217821782
LinearFunctionPlayer,100,1000,2,200,0.6,0.996365,0.9449257425742573
LinearFunctionPlayer,100,1000,2,200,0.6,0.9967200000000002,0.9828910891089107
LinearFunctionPlayer,100,1000,2,200,0.6,0.996735,0.99040099009901
LinearFunctionPlayer,100,1000,2,200,0.6,0.9965949999999999,0.9933514851485149
LinearFunctionPlayer,100,1000,2,200,0.6,0.9960300000000002,0.9702772277227724
LinearFunctionPlayer,100,1000,2,200,0.6,0.99655,0.9860594059405942
LinearFunctionPlayer,100,1000,2,200,0.6,0.9968150000000001,0.9899158415841586
LinearFunctionPlayer,100,1000,2,200,0.6,0.9965849999999999,0.9953811881188122
LinearFunctionPlayer,100,1000,2,200,0.6,0.9969700000000001,0.9899009900990099
LinearFunctionPlayer,100,1000,2,200,0.6,0.9970250000000002,0.9904900990099009
LinearFunctionPlayer,100,1000,2,200,0.6,0.9962350000000002,0.9822227722772277
LinearFunctionPlayer,100,1000,2,200,0.6,0.9966349999999999,0.9607079207920795
LinearFunctionPlayer,100,1000,2,200,0.6,0.9964849999999998,0.9666782178217821
LinearFunctionPlayer,100,1000,2,200,0.6,0.9963099999999998,0.9907029702970298
LinearFunctionPlayer,100,1000,2,200,0.6,0.9971800000000002,0.9934851485148516
LinearFunctionPlayer,100,1000,2,200,0.6,0.9967149999999999,0.9652722772277227
LinearFunctionPlayer,100,1000,2,200,0.6,0.9962500000000002,0.9561683168316832
LinearFunctionPlayer,100,1000,2,200,0.6,0.9968650000000002,0.9631930693069305
LinearFunctionPlayer,100,1000,2,200,0.6,0.9961850000000001,0.989460396039604
LinearFunctionPlayer,100,1000,2,200,0.6,0.9959600000000001,0.9858118811881187
LinearFunctionPlayer,100,1000,2,200,0.6,0.99677,0.9897227722772277
LinearFunctionPlayer,100,1000,2,200,0.6,0.9965150000000003,0.9571237623762376
LinearFunctionPlayer,100,1000,2,200,0.6,0.9966550000000001,0.9825297029702972
LinearFunctionPlayer,100,1000,2,200,0.6,0.9964600000000001,0.9944257425742574
LinearFunctionPlayer,100,1000,2,200,0.6,0.9961150000000002,0.9919158415841585
LinearFunctionPlayer,100,1000,2,200,0.6,0.9963750000000001,0.9882227722772277
LinearFunctionPlayer,100,1000,2,200,0.6,0.9961999999999999,0.9864158415841585
LinearFunctionPlayer,100,1000,2,200,0.6,0.9963750000000001,0.9765594059405943
LinearFunctionPlayer,100,1000,2,200,0.6,0.9965949999999999,0.964381188118812
LinearFunctionPlayer,100,1000,2,200,0.6,0.9966500000000003,0.9944455445544556
LinearFunctionPlayer,100,1000,2,200,0.6,0.9967599999999999,0.9939108910891088
LinearFunctionPlayer,100,1000,2,200,0.6,0.9969400000000002,0.9891089108910893
LinearFunctionPlayer,100,1000,2,200,0.6,0.9971500000000002,0.9915445544554456
LinearFunctionPlayer,100,1000,2,200,0.6,0.9966300000000001,0.9720396039603959
LinearFunctionPlayer,100,1000,2,200,0.6,0.9966950000000003,0.994589108910891
LinearFunctionPlayer,100,1000,2,200,0.6,0.996505,0.9772920792079208
LinearFunctionPlayer,100,1000,2,200,0.6,0.99689,0.990257425742574
LinearFunctionPlayer,100,1000,2,200,0.6,0.99708,0.9885841584158417
LinearFunctionPlayer,100,1000,2,200,0.6,0.9965549999999999,0.9918861386138617
LinearFunctionPlayer,100,1000,2,200,0.6,0.9970550000000001,0.9933217821782178
LinearFunctionPlayer,100,1000,2,200,0.6,0.9968300000000002,0.9771782178217824
SigmoidPlayer,100,1000,2,200,0.6,0.99726,0.9822277227722772
SigmoidPlayer,100,1000,2,200,0.6,0.99723,0.9816534653465349
SigmoidPlayer,100,1000,2,200,0.6,0.99724,0.9910000000000002
SigmoidPlayer,100,1000,2,200,0.6,0.9968300000000001,0.9665544554455447
SigmoidPlayer,100,1000,2,200,0.6,0.9973300000000003,0.9810594059405943
SigmoidPlayer,100,1000,2,200,0.6,0.9969899999999999,0.9877821782178219
SigmoidPlayer,100,1000,2,200,0.6,0.99692,0.9692871287128714
SigmoidPlayer,100,1000,2,200,0.6,0.9973099999999999,0.9787524752475248
SigmoidPlayer,100,1000,2,200,0.6,0.9969900000000002,0.9806039603960396
SigmoidPlayer,100,1000,2,200,0.6,0.9970400000000003,0.9917227722772278
SigmoidPlayer,100,1000,2,200,0.6,0.99697,0.9767425742574258
SigmoidPlayer,100,1000,2,200,0.6,0.9972500000000001,0.9312277227722773
SigmoidPlayer,100,1000,2,200,0.6,0.9971000000000002,0.9737722772277227
SigmoidPlayer,100,1000,2,200,0.6,0.99702,0.9677920792079208
SigmoidPlayer,100,1000,2,200,0.6,0.9972500000000002,0.9671188118811881
SigmoidPlayer,100,1000,2,200,0.6,0.9969100000000001,0.9630396039603961
SigmoidPlayer,100,1000,2,200,0.6,0.9974100000000001,0.9813762376237627
SigmoidPlayer,100,1000,2,200,0.6,0.9973000000000001,0.9942970297029702
SigmoidPlayer,100,1000,2,200,0.6,0.9970899999999999,0.9876633663366339
SigmoidPlayer,100,1000,2,200,0.6,0.99702,0.9895445544554454
SigmoidPlayer,100,1000,2,200,0.6,0.9970300000000001,0.9843069306930695
SigmoidPlayer,100,1000,2,200,0.6,0.9970500000000002,0.9862772277227723
SigmoidPlayer,100,1000,2,200,0.6,0.9970100000000001,0.9882772277227723
SigmoidPlayer,100,1000,2,200,0.6,0.9970699999999999,0.9946039603960398
SigmoidPlayer,100,1000,2,200,0.6,0.99736,0.9831188118811881
SigmoidPlayer,100,1000,2,200,0.6,0.9975300000000001,0.9892574257425745
SigmoidPlayer,100,1000,2,200,0.6,0.9971500000000002,0.9616930693069307
SigmoidPlayer,100,1000,2,200,0.6,0.9974700000000002,0.9767128712871288
SigmoidPlayer,100,1000,2,200,0.6,0.9972099999999999,0.9571683168316831
SigmoidPlayer,100,1000,2,200,0.6,0.9968600000000001,0.9639603960396038
SigmoidPlayer,100,1000,2,200,0.6,0.9972799999999999,0.9842673267326733
SigmoidPlayer,100,1000,2,200,0.6,0.9971400000000002,0.990891089108911
SigmoidPlayer,100,1000,2,200,0.6,0.9970200000000002,0.9810396039603961
SigmoidPlayer,100,1000,2,200,0.6,0.9969800000000001,0.982019801980198
SigmoidPlayer,100,1000,2,200,0.6,0.9974800000000001,0.9513960396039604
SigmoidPlayer,100,1000,2,200,0.6,0.99725,0.9778019801980198
SigmoidPlayer,100,1000,2,200,0.6,0.9972300000000002,0.9892871287128715
SigmoidPlayer,100,1000,2,200,0.6,0.9976200000000003,0.9814059405940594
SigmoidPlayer,100,1000,2,200,0.6,0.9972400000000001,0.9645049504950497
SigmoidPlayer,100,1000,2,200,0.6,0.9965600000000001,0.919089108910891
SigmoidPlayer,100,1000,2,200,0.6,0.9971000000000001,0.9679207920792081
SigmoidPlayer,100,1000,2,200,0.6,0.9970700000000001,0.9908217821782179
SigmoidPlayer,100,1000,2,200,0.6,0.99725,0.9934356435643567
SigmoidPlayer,100,1000,2,200,0.6,0.9972,0.9870792079207922
SigmoidPlayer,100,1000,2,200,0.6,0.9974350000000001,0.9947277227722774
SigmoidPlayer,100,1000,2,200,0.6,0.9972000000000001,0.9721782178217822
SigmoidPlayer,100,1000,2,200,0.6,0.99733,0.9791287128712873
SigmoidPlayer,100,1000,2,200,0.6,0.9970800000000001,0.9656732673267326
SigmoidPlayer,100,1000,2,200,0.6,0.9969000000000002,0.9585841584158415
SigmoidPlayer,100,1000,2,200,0.6,0.9972000000000001,0.991881188118812
SigmoidPlayer,100,1000,2,200,0.6,0.9970600000000001,0.972059405940594
SigmoidPlayer,100,1000,2,200,0.6,0.9976349999999999,0.9794009900990099
SigmoidPlayer,100,1000,2,200,0.6,0.99714,0.9796138613861386
SigmoidPlayer,100,1000,2,200,0.6,0.9974299999999999,0.9644059405940594
SigmoidPlayer,100,1000,2,200,0.6,0.9973499999999998,0.9685346534653468
SigmoidPlayer,100,1000,2,200,0.6,0.9974400000000003,0.9915049504950496
SigmoidPlayer,100,1000,2,200,0.6,0.9970800000000001,0.9756534653465346
SigmoidPlayer,100,1000,2,200,0.6,0.99721,0.967069306930693
SigmoidPlayer,100,1000,2,200,0.6,0.9970000000000002,0.9927821782178219
SigmoidPlayer,100,1000,2,200,0.6,0.9972500000000001,0.9890000000000002
SigmoidPlayer,100,1000,2,200,0.6,0.9973200000000003,0.9722475247524752
SigmoidPlayer,100,1000,2,200,0.6,0.9970500000000001,0.9939405940594062
SigmoidPlayer,100,1000,2,200,0.6,0.9973700000000001,0.9746435643564357
SigmoidPlayer,100,1000,2,200,0.6,0.9969099999999999,0.9701881188118814
SigmoidPlayer,100,1000,2,200,0.6,0.9971700000000001,0.978881188118812
SigmoidPlayer,100,1000,2,200,0.6,0.9976549999999998,0.9806386138613863
SigmoidPlayer,100,1000,2,200,0.6,0.9973000000000001,0.9881188118811881
SigmoidPlayer,100,1000,2,200,0.6,0.9975200000000001,0.9804851485148515
SigmoidPlayer,100,1000,2,200,0.6,0.997,0.9775247524752476
SigmoidPlayer,100,1000,2,200,0.6,0.9975400000000001,0.9835445544554456
SigmoidPlayer,100,1000,2,200,0.6,0.9975400000000003,0.9741386138613862
SigmoidPlayer,100,1000,2,200,0.6,0.9973400000000001,0.9841683168316834
SigmoidPlayer,100,1000,2,200,0.6,0.9967700000000002,0.9839207920792081
SigmoidPlayer,100,1000,2,200,0.6,0.9972200000000003,0.9620495049504952
SigmoidPlayer,100,1000,2,200,0.6,0.9969800000000001,0.9947326732673267
SigmoidPlayer,100,1000,2,200,0.6,0.9975200000000001,0.9872277227722773
SigmoidPlayer,100,1000,2,200,0.6,0.99689,0.9885247524752476
SigmoidPlayer,100,1000,2,200,0.6,0.9974600000000002,0.9780891089108908
SigmoidPlayer,100,1000,2,200,0.6,0.9975600000000003,0.990891089108911
SigmoidPlayer,100,1000,2,200,0.6,0.9971500000000002,0.9950990099009902
SigmoidPlayer,100,1000,2,200,0.6,0.9971400000000001,0.9822079207920794
SigmoidPlayer,100,1000,2,200,0.6,0.9973500000000002,0.9781980198019804
SigmoidPlayer,100,1000,2,200,0.6,0.9972900000000002,0.9756138613861387
SigmoidPlayer,100,1000,2,200,0.6,0.9972200000000001,0.9679108910891091
SigmoidPlayer,100,1000,2,200,0.6,0.9973400000000001,0.9764455445544555
SigmoidPlayer,100,1000,2,200,0.6,0.9974200000000001,0.9821683168316832
SigmoidPlayer,100,1000,2,200,0.6,0.9973200000000001,0.964831683168317
SigmoidPlayer,100,1000,2,200,0.6,0.99705,0.9854950495049507
SigmoidPlayer,100,1000,2,200,0.6,0.9971400000000001,0.9831287128712873
SigmoidPlayer,100,1000,2,200,0.6,0.9973100000000001,0.9759306930693071
SigmoidPlayer,100,1000,2,200,0.6,0.99674,0.9614356435643566
SigmoidPlayer,100,1000,2,200,0.6,0.99723,0.9634950495049506
SigmoidPlayer,100,1000,2,200,0.6,0.99702,0.9885148514851487
SigmoidPlayer,100,1000,2,200,0.6,0.9973800000000002,0.9893069306930696
SigmoidPlayer,100,1000,2,200,0.6,0.99721,0.9876138613861387
SigmoidPlayer,100,1000,2,200,0.6,0.99696,0.9873267326732676
SigmoidPlayer,100,1000,2,200,0.6,0.9975200000000001,0.986752475247525
SigmoidPlayer,100,1000,2,200,0.6,0.9971600000000003,0.970188118811881
SigmoidPlayer,100,1000,2,200,0.6,0.9969000000000002,0.9856732673267328
SigmoidPlayer,100,1000,2,200,0.6,0.99715,0.9902871287128714
LRPlayer,100,1000,2,200,0.6,0.9974250000000001,0.9747772277227723
LRPlayer,100,1000,2,200,0.6,0.997355,0.9803811881188118
LRPlayer,100,1000,2,200,0.6,0.997,0.9898217821782178
LRPlayer,100,1000,2,200,0.6,0.9971099999999998,0.9869108910891089
LRPlayer,100,1000,2,200,0.6,0.9971599999999999,0.9913267326732674
LRPlayer,100,1000,2,200,0.6,0.9972700000000002,0.9675049504950496
LRPlayer,100,1000,2,200,0.6,0.99676,0.9912178217821782
LRPlayer,100,1000,2,200,0.6,0.9971949999999999,0.9879554455445546
LRPlayer,100,1000,2,200,0.6,0.9965799999999999,0.9773168316831682
LRPlayer,100,1000,2,200,0.6,0.9974800000000001,0.9864950495049507
LRPlayer,100,1000,2,200,0.6,0.9972799999999999,0.9644653465346537
LRPlayer,100,1000,2,200,0.6,0.9971800000000002,0.9917524752475246
LRPlayer,100,1000,2,200,0.6,0.9973250000000001,0.9639950495049507
LRPlayer,100,1000,2,200,0.6,0.996625,0.9780247524752474
LRPlayer,100,1000,2,200,0.6,0.9972000000000001,0.9728910891089111
LRPlayer,100,1000,2,200,0.6,0.9970800000000001,0.9938217821782177
LRPlayer,100,1000,2,200,0.6,0.9971150000000002,0.9735693069306932
LRPlayer,100,1000,2,200,0.6,0.9969800000000001,0.9884059405940595
LRPlayer,100,1000,2,200,0.6,0.9968100000000001,0.9579801980198018
LRPlayer,100,1000,2,200,0.6,0.9971400000000001,0.9872376237623763
LRPlayer,100,1000,2,200,0.6,0.9966849999999999,0.9815594059405942
LRPlayer,100,1000,2,200,0.6,0.9972550000000001,0.9941336633663368
LRPlayer,100,1000,2,200,0.6,0.9969600000000001,0.9841188118811882
LRPlayer,100,1000,2,200,0.6,0.9971049999999999,0.9878762376237623
LRPlayer,100,1000,2,200,0.6,0.9962400000000002,0.9428217821782178
LRPlayer,100,1000,2,200,0.6,0.9971550000000002,0.9818861386138614
LRPlayer,100,1000,2,200,0.6,0.997275,0.9885792079207921
LRPlayer,100,1000,2,200,0.6,0.9971900000000001,0.9890099009900991
LRPlayer,100,1000,2,200,0.6,0.9970050000000004,0.9935099009900993
LRPlayer,100,1000,2,200,0.6,0.9972249999999999,0.9939554455445544
LRPlayer,100,1000,2,200,0.6,0.9968950000000001,0.9736881188118813
LRPlayer,100,1000,2,200,0.6,0.9969900000000002,0.9829207920792078
LRPlayer,100,1000,2,200,0.6,0.9970950000000002,0.9906881188118812
LRPlayer,100,1000,2,200,0.6,0.9967950000000001,0.9848960396039604
LRPlayer,100,1000,2,200,0.6,0.9971100000000002,0.9846138613861387
LRPlayer,100,1000,2,200,0.6,0.997245,0.9923712871287129
LRPlayer,100,1000,2,200,0.6,0.9968,0.978118811881188
LRPlayer,100,1000,2,200,0.6,0.996925,0.9877970297029702
LRPlayer,100,1000,2,200,0.6,0.9971600000000003,0.9785940594059407
LRPlayer,100,1000,2,200,0.6,0.9969100000000002,0.9754950495049507
LRPlayer,100,1000,2,200,0.6,0.9969049999999998,0.9863019801980197
LRPlayer,100,1000,2,200,0.6,0.99694,0.9868514851485147
LRPlayer,100,1000,2,200,0.6,0.9966400000000002,0.9884653465346536
LRPlayer,100,1000,2,200,0.6,0.9970700000000001,0.9793465346534656
LRPlayer,100,1000,2,200,0.6,0.9967550000000002,0.9779950495049506
LRPlayer,100,1000,2,200,0.6,0.9971099999999999,0.9855841584158417
LRPlayer,100,1000,2,200,0.6,0.99716,0.9892574257425744
LRPlayer,100,1000,2,200,0.6,0.997085,0.9871831683168318
LRPlayer,100,1000,2,200,0.6,0.9972200000000001,0.9747524752475246
LRPlayer,100,1000,2,200,0.6,0.9968799999999999,0.971118811881188
LRPlayer,100,1000,2,200,0.6,0.9974,0.9876336633663368
LRPlayer,100,1000,2,200,0.6,0.9969000000000001,0.9810495049504951
LRPlayer,100,1000,2,200,0.6,0.9970950000000003,0.9813712871287128
LRPlayer,100,1000,2,200,0.6,0.9976349999999999,0.9958762376237625
LRPlayer,100,1000,2,200,0.6,0.9974850000000001,0.9875990099009903
LRPlayer,100,1000,2,200,0.6,0.99725,0.9620099009900991
LRPlayer,100,1000,2,200,0.6,0.9973899999999999,0.9782475247524752
LRPlayer,100,1000,2,200,0.6,0.9971749999999999,0.9933415841584157
LRPlayer,100,1000,2,200,0.6,0.9973750000000001,0.9880940594059406
LRPlayer,100,1000,2,200,0.6,0.996915,0.9830841584158417
LRPlayer,100,1000,2,200,0.6,0.9975900000000002,0.981950495049505
LRPlayer,100,1000,2,200,0.6,0.99714,0.9668415841584158
LRPlayer,100,1000,2,200,0.6,0.996545,0.9678366336633664
LRPlayer,100,1000,2,200,0.6,0.997205,0.9876386138613862
LRPlayer,100,1000,2,200,0.6,0.9974850000000002,0.9742920792079208
LRPlayer,100,1000,2,200,0.6,0.9972349999999999,0.9819653465346535
LRPlayer,100,1000,2,200,0.6,0.996765,0.9793316831683168
LRPlayer,100,1000,2,200,0.6,0.997435,0.9719059405940593
LRPlayer,100,1000,2,200,0.6,0.9969900000000002,0.9816534653465347
LRPlayer,100,1000,2,200,0.6,0.997295,0.9939851485148514
LRPlayer,100,1000,2,200,0.6,0.9969750000000001,0.9711435643564355
LRPlayer,100,1000,2,200,0.6,0.9971700000000001,0.9897821782178218
LRPlayer,100,1000,2,200,0.6,0.997385,0.9890148514851487
LRPlayer,100,1000,2,200,0.6,0.9974950000000001,0.9900940594059404
LRPlayer,100,1000,2,200,0.6,0.99702,0.9917722772277229
LRPlayer,100,1000,2,200,0.6,0.997045,0.9944108910891091
LRPlayer,100,1000,2,200,0.6,0.9967800000000001,0.9812673267326735
LRPlayer,100,1000,2,200,0.6,0.9972400000000001,0.9900594059405943
LRPlayer,100,1000,2,200,0.6,0.99685,0.9915544554455447
LRPlayer,100,1000,2,200,0.6,0.9975250000000001,0.9936287128712874
LRPlayer,100,1000,2,200,0.6,0.9970950000000001,0.9715297029702971
LRPlayer,100,1000,2,200,0.6,0.9968399999999998,0.9812178217821783
LRPlayer,100,1000,2,200,0.6,0.9970150000000002,0.9895
LRPlayer,100,1000,2,200,0.6,0.9974799999999999,0.9893069306930691
LRPlayer,100,1000,2,200,0.6,0.9972850000000001,0.989480198019802
LRPlayer,100,1000,2,200,0.6,0.997245,0.9840445544554458
LRPlayer,100,1000,2,200,0.6,0.9968800000000002,0.9731683168316831
LRPlayer,100,1000,2,200,0.6,0.996865,0.9675693069306931
LRPlayer,100,1000,2,200,0.6,0.9969350000000001,0.9864603960396039
LRPlayer,100,1000,2,200,0.6,0.9968950000000001,0.9662722772277228
LRPlayer,100,1000,2,200,0.6,0.9970600000000001,0.9883564356435643
LRPlayer,100,1000,2,200,0.6,0.99715,0.9854257425742575
LRPlayer,100,1000,2,200,0.6,0.997285,0.9911336633663368
LRPlayer,100,1000,2,200,0.6,0.996865,0.9915990099009903
LRPlayer,100,1000,2,200,0.6,0.99733,0.9810099009900991
LRPlayer,100,1000,2,200,0.6,0.9970850000000001,0.984321782178218
LRPlayer,100,1000,2,200,0.6,0.997115,0.9890049504950498
LRPlayer,100,1000,2,200,0.6,0.9974000000000003,0.9947722772277229
LRPlayer,100,1000,2,200,0.6,0.99682,0.9840990099009902
LRPlayer,100,1000,2,200,0.6,0.9968100000000001,0.980871287128713
MLPPlayer,100,1000,2,200,0.6,0.991465,0.8974207920792079
MLPPlayer,100,1000,2,200,0.6,0.9904550000000001,0.9766584158415843
MLPPlayer,100,1000,2,200,0.6,0.9905950000000001,0.9755099009900988
MLPPlayer,100,1000,2,200,0.6,0.99066,0.9684356435643565
MLPPlayer,100,1000,2,200,0.6,0.9905149999999999,0.9629653465346535
MLPPlayer,100,1000,2,200,0.6,0.9908900000000002,0.987841584158416
MLPPlayer,100,1000,2,200,0.6,0.9911,0.9710693069306929
MLPPlayer,100,1000,2,200,0.6,0.99101,0.9404257425742576
MLPPlayer,100,1000,2,200,0.6,0.9907299999999999,0.9683465346534654
MLPPlayer,100,1000,2,200,0.6,0.99083,0.9814455445544555
MLPPlayer,100,1000,2,200,0.6,0.9900450000000001,0.9826485148514852
MLPPlayer,100,1000,2,200,0.6,0.9914100000000002,0.9280891089108911
MLPPlayer,100,1000,2,200,0.6,0.9910899999999999,0.9724455445544553
MLPPlayer,100,1000,2,200,0.6,0.9909300000000001,0.9858415841584156
MLPPlayer,100,1000,2,200,0.6,0.9912449999999999,0.9280940594059406
MLPPlayer,100,1000,2,200,0.6,0.9905900000000003,0.9428316831683168
MLPPlayer,100,1000,2,200,0.6,0.9905450000000002,0.9561732673267328
MLPPlayer,100,1000,2,200,0.6,0.9911200000000002,0.9447821782178218
MLPPlayer,100,1000,2,200,0.6,0.9904400000000001,0.9759900990099012
MLPPlayer,100,1000,2,200,0.6,0.99047,0.9735247524752476
MLPPlayer,100,1000,2,200,0.6,0.9900800000000001,0.9759603960396039
MLPPlayer,100,1000,2,200,0.6,0.9910350000000001,0.9699059405940593
MLPPlayer,100,1000,2,200,0.6,0.9911050000000001,0.9821732673267327
MLPPlayer,100,1000,2,200,0.6,0.991145,0.9320247524752475
MLPPlayer,100,1000,2,200,0.6,0.9902,0.9829306930693071
MLPPlayer,100,1000,2,200,0.6,0.9906750000000001,0.9559554455445544
MLPPlayer,100,1000,2,200,0.6,0.9904150000000002,0.9737277227722773
MLPPlayer,100,1000,2,200,0.6,0.9903799999999999,0.9783267326732674
MLPPlayer,100,1000,2,200,0.6,0.9911650000000001,0.9530049504950496
MLPPlayer,100,1000,2,200,0.6,0.990475,0.9486089108910891
MLPPlayer,100,1000,2,200,0.6,0.9911100000000002,0.9741683168316834
MLPPlayer,100,1000,2,200,0.6,0.99143,0.9436732673267327
MLPPlayer,100,1000,2,200,0.6,0.9913500000000001,0.9559009900990101
MLPPlayer,100,1000,2,200,0.6,0.9905700000000003,0.9663663366336633
MLPPlayer,100,1000,2,200,0.6,0.99138,0.9256732673267327
MLPPlayer,100,1000,2,200,0.6,0.991025,0.963440594059406
MLPPlayer,100,1000,2,200,0.6,0.9908050000000002,0.9523217821782181
MLPPlayer,100,1000,2,200,0.6,0.9905700000000002,0.9889009900990101
MLPPlayer,100,1000,2,200,0.6,0.9906450000000001,0.9860346534653466
MLPPlayer,100,1000,2,200,0.6,0.9907150000000001,0.923252475247525
MLPPlayer,100,1000,2,200,0.6,0.99107,0.9434158415841587
MLPPlayer,100,1000,2,200,0.6,0.9906900000000001,0.9765346534653465
MLPPlayer,100,1000,2,200,0.6,0.990445,0.9167970297029706
MLPPlayer,100,1000,2,200,0.6,0.9903350000000002,0.981321782178218
MLPPlayer,100,1000,2,200,0.6,0.9910549999999999,0.9550940594059406
MLPPlayer,100,1000,2,200,0.6,0.9906200000000002,0.9810297029702969
MLPPlayer,100,1000,2,200,0.6,0.9908099999999999,0.9619801980198021
MLPPlayer,100,1000,2,200,0.6,0.9905449999999999,0.9880940594059408
MLPPlayer,100,1000,2,200,0.6,0.9908099999999999,0.9663960396039604
MLPPlayer,100,1000,2,200,0.6,0.99164,0.9680594059405939
MLPPlayer,100,1000,2,200,0.6,0.9904600000000002,0.9565049504950497
MLPPlayer,100,1000,2,200,0.6,0.991575,0.9168861386138615
MLPPlayer,100,1000,2,200,0.6,0.9909300000000001,0.9563168316831683
MLPPlayer,100,1000,2,200,0.6,0.9913850000000001,0.9335000000000002
MLPPlayer,100,1000,2,200,0.6,0.9912450000000002,0.9346089108910891
MLPPlayer,100,1000,2,200,0.6,0.9906999999999998,0.9605544554455446
MLPPlayer,100,1000,2,200,0.6,0.9907250000000001,0.9769158415841583
MLPPlayer,100,1000,2,200,0.6,0.990795,0.9705594059405939
MLPPlayer,100,1000,2,200,0.6,0.9912450000000002,0.9361831683168317
MLPPlayer,100,1000,2,200,0.6,0.9912200000000001,0.9792574257425742
MLPPlayer,100,1000,2,200,0.6,0.9910199999999999,0.9332475247524752
MLPPlayer,100,1000,2,200,0.6,0.99133,0.9215544554455445
MLPPlayer,100,1000,2,200,0.6,0.9913050000000002,0.9279059405940595
MLPPlayer,100,1000,2,200,0.6,0.9907,0.9657128712871288
MLPPlayer,100,1000,2,200,0.6,0.99071,0.9424059405940594
MLPPlayer,100,1000,2,200,0.6,0.9911250000000001,0.9126485148514851
MLPPlayer,100,1000,2,200,0.6,0.990895,0.9783217821782179
MLPPlayer,100,1000,2,200,0.6,0.99054,0.9683069306930694
MLPPlayer,100,1000,2,200,0.6,0.991135,0.9340841584158416
MLPPlayer,100,1000,2,200,0.6,0.9912000000000001,0.9524653465346534
MLPPlayer,100,1000,2,200,0.6,0.9907350000000003,0.9902425742574257
MLPPlayer,100,1000,2,200,0.6,0.9902250000000001,0.9437376237623762
MLPPlayer,100,1000,2,200,0.6,0.99102,0.9414059405940596
MLPPlayer,100,1000,2,200,0.6,0.9905500000000003,0.9326039603960395
MLPPlayer,100,1000,2,200,0.6,0.9900749999999999,0.9702425742574258
MLPPlayer,100,1000,2,200,0.6,0.9783449999999999,0.8180445544554455
MLPPlayer,100,1000,2,200,0.6,0.9910200000000002,0.8924851485148515
MLPPlayer,100,1000,2,200,0.6,0.9913749999999999,0.9332029702970297
MLPPlayer,100,1000,2,200,0.6,0.9906600000000002,0.9798910891089109
MLPPlayer,100,1000,2,200,0.6,0.9906050000000002,0.9661534653465346
MLPPlayer,100,1000,2,200,0.6,0.9909200000000001,0.9654455445544553
MLPPlayer,100,1000,2,200,0.6,0.9917500000000001,0.9411188118811881
MLPPlayer,100,1000,2,200,0.6,0.9906900000000001,0.9649900990099011
MLPPlayer,100,1000,2,200,0.6,0.9905950000000001,0.9805297029702972
MLPPlayer,100,1000,2,200,0.6,0.9911150000000001,0.9601732673267326
MLPPlayer,100,1000,2,200,0.6,0.9906450000000001,0.939232673267327
MLPPlayer,100,1000,2,200,0.6,0.9912350000000001,0.888549504950495
MLPPlayer,100,1000,2,200,0.6,0.99091,0.9401584158415842
MLPPlayer,100,1000,2,200,0.6,0.99114,0.9617425742574258
MLPPlayer,100,1000,2,200,0.6,0.9908399999999999,0.989782178217822
MLPPlayer,100,1000,2,200,0.6,0.9902150000000001,0.9648366336633665
MLPPlayer,100,1000,2,200,0.6,0.9913200000000001,0.9162178217821784
MLPPlayer,100,1000,2,200,0.6,0.9911800000000001,0.9503069306930694
MLPPlayer,100,1000,2,200,0.6,0.990205,0.9603118811881188
MLPPlayer,100,1000,2,200,0.6,0.99021,0.9715544554455446
MLPPlayer,100,1000,2,200,0.6,0.991275,0.9544603960396039
MLPPlayer,100,1000,2,200,0.6,0.9904900000000001,0.9650396039603961
Player,100,1000,2,200,0.65,0.9908250000000001,0.9824702970297029
Player,100,1000,2,200,0.65,0.9909699999999999,0.9877227722772279
Player,100,1000,2,200,0.65,0.9910800000000001,0.981247524752475
