state,null_count,total_count,null_fraction
0,89,91,0.978021978021978
1,92,93,0.989247311827957
2,99,103,0.9611650485436893
3,75,77,0.974025974025974
4,86,87,0.9885057471264368
5,119,125,0.952
6,99,103,0.9611650485436893
7,83,85,0.9764705882352941
8,99,102,0.9705882352941176
9,84,91,0.9230769230769231
10,100,105,0.9523809523809523
11,110,116,0.9482758620689655
12,90,94,0.9574468085106383
13,96,103,0.9320388349514563
14,104,110,0.9454545454545454
15,94,99,0.9494949494949495
16,99,102,0.9705882352941176
17,105,112,0.9375
18,88,93,0.946236559139785
19,103,106,0.9716981132075472
20,94,99,0.9494949494949495
21,111,113,0.9823008849557522
22,115,119,0.9663865546218487
23,102,103,0.9902912621359223
24,74,78,0.9487179487179487
25,105,106,0.9905660377358491
26,98,103,0.9514563106796117
27,89,91,0.978021978021978
28,91,95,0.9578947368421052
29,93,96,0.96875
