state,null_count,total_count,null_fraction
0,105,109,0.963302752293578
1,106,110,0.9636363636363636
2,108,110,0.9818181818181818
3,85,88,0.9659090909090909
4,115,115,1.0
5,99,104,0.9519230769230769
6,102,105,0.9714285714285714
7,92,97,0.9484536082474226
8,82,85,0.9647058823529412
9,110,114,0.9649122807017544
10,111,114,0.9736842105263158
11,91,95,0.9578947368421052
12,77,84,0.9166666666666666
13,73,106,0.6886792452830188
14,33,99,0.3333333333333333
15,23,91,0.25274725274725274
16,30,98,0.30612244897959184
17,46,110,0.41818181818181815
18,47,97,0.4845360824742268
19,55,85,0.6470588235294118
20,89,91,0.978021978021978
21,92,95,0.968421052631579
22,117,119,0.9831932773109243
23,91,99,0.9191919191919192
24,96,99,0.9696969696969697
25,97,99,0.9797979797979798
26,81,83,0.9759036144578314
27,98,101,0.9702970297029703
28,98,101,0.9702970297029703
29,95,97,0.979381443298969
