state,null_count,total_count,null_fraction
0,78,82,0.9512195121951219
1,97,99,0.9797979797979798
2,110,112,0.9821428571428571
3,97,99,0.9797979797979798
4,85,87,0.9770114942528736
5,95,96,0.9895833333333334
6,84,87,0.9655172413793104
7,83,88,0.9431818181818182
8,105,111,0.9459459459459459
9,108,115,0.9391304347826087
10,96,99,0.9696969696969697
11,103,112,0.9196428571428571
12,97,107,0.9065420560747663
13,86,92,0.9347826086956522
14,106,112,0.9464285714285714
15,90,93,0.967741935483871
16,100,105,0.9523809523809523
17,77,90,0.8555555555555555
18,104,112,0.9285714285714286
19,82,87,0.9425287356321839
20,118,121,0.9752066115702479
21,100,105,0.9523809523809523
22,91,94,0.9680851063829787
23,96,102,0.9411764705882353
24,98,102,0.9607843137254902
25,91,94,0.9680851063829787
26,105,107,0.9813084112149533
27,88,90,0.9777777777777777
28,98,100,0.98
29,97,100,0.97
