state,null_count,total_count,null_fraction,sn_sg_0,sn_sg_1,sn_sg_null,rc_sg_0,rc_sg_1
0,5042,5065,0.9954590325765055,0.0008961832890832182,0.0009588027063729764,0.9981450140045437,1.5259353709693032e-10,6.787229078581895e-10
1,4994,5017,0.9954155870041858,0.0005199229657711947,0.0007220857125464454,0.9987579913216824,2.609439776391293e-10,7.698832587583044e-10
2,4953,4980,0.994578313253012,0.0005578830729000661,0.00031470837461552764,0.9991274085524843,3.2399656325642106e-10,7.454440845922809e-10
3,4611,5022,0.9181600955794504,0.0005167462063344934,0.27477564495585594,0.7247076088378096,1.265611575220395e-10,1.5388510796346136e-09
4,3752,5085,0.7378564405113077,5.480380417414135e-09,0.9999937870164122,6.207503207457454e-06,1.6530436900837802e-10,5.055366242080897e-09
5,3714,5081,0.7309584727415863,5.195135777683208e-10,0.9999992097355702,7.897449161784921e-07,1.9599792098227937e-10,1.2120253716705915e-08
6,3658,5015,0.7294117647058823,2.3221624079508893e-11,0.9999997121549596,2.8782181873719307e-07,1.265611575220395e-10,6.584636679153365e-10
7,2246,4948,0.45392077607113984,0.0028271309104101667,0.9971725859021374,2.8318745244929513e-07,3.8759354491124603e-10,0.9999999624225198
8,70,4981,0.014053402931138326,0.785810122574764,0.21418955095032274,3.2647491325193e-07,6.350332639825854e-10,2.310566122149255e-09
9,61,4991,0.012221999599278702,0.999127683148525,0.0008722607081033889,5.614337176969332e-08,1.7639812888405154e-09,4.4781098891789265e-09
10,54,4984,0.010834670947030497,0.9999993025577112,6.776848507752697e-07,1.9757437919508573e-08,1.0994343212994898e-09,1.4065407344227006e-09
11,51,4958,0.010286405808793869,0.9999999856478309,7.175206433704637e-10,1.3634648390191676e-08,0.999999992682644,1.2638415605202242e-09
12,54,4938,0.010935601458080195,0.9999999795995974,3.993342703300636e-10,2.0001068246338896e-08,1.0325072580362013e-10,1.3761299411335526e-09
13,68,4923,0.013812715823684745,0.9999999419729687,6.34827886796544e-10,5.7392203379425e-08,7.502755954425632e-10,1.3761299411335526e-09
14,111,5105,0.021743388834476005,0.9999995526964908,1.4479257966124819e-09,4.4585558354388665e-07,5.062446300881578e-10,7.955442812481656e-10
15,3137,4981,0.6297932142140132,0.6958458806891316,0.00036155887037084657,0.30379256044049757,1.9599792098227937e-10,7.698832587583047e-10
16,4984,4999,0.996999399879976,3.793257933722928e-05,0.001098434169198252,0.9988636332514645,2.748585803248724e-10,5.246414045202642e-10
17,4921,4938,0.9965573106520859,0.0004532042070244174,0.0011127445121639145,0.9984340512808116,8.84151904631579e-11,4.911268266889183e-10
18,4938,4959,0.9957652752571083,0.000830146335680678,0.0006226561437962456,0.9985471975205231,8.58338646170233e-11,4.72536971956444e-10
19,5010,5030,0.9960238568588469,0.001138395548201198,0.000694546031659077,0.9981670584201398,7.447847438339572e-11,7.454440845922811e-10
