state,null_count,total_count,null_fraction
0,138,143,0.965034965034965
1,125,129,0.9689922480620154
2,153,155,0.9870967741935484
3,153,156,0.9807692307692307
4,164,168,0.9761904761904762
5,152,155,0.9806451612903225
6,138,143,0.965034965034965
7,140,145,0.9655172413793104
8,144,147,0.9795918367346939
9,149,158,0.9430379746835443
10,149,155,0.9612903225806452
11,163,165,0.9878787878787879
12,142,146,0.9726027397260274
13,133,139,0.9568345323741008
14,121,125,0.968
15,158,161,0.9813664596273292
16,147,150,0.98
17,146,149,0.9798657718120806
18,155,156,0.9935897435897436
19,151,155,0.9741935483870968
