state,null_count,total_count,null_fraction
0,135,139,0.9712230215827338
1,138,139,0.9928057553956835
2,130,134,0.9701492537313433
3,147,151,0.9735099337748344
4,148,150,0.9866666666666667
5,145,148,0.9797297297297297
6,162,165,0.9818181818181818
7,131,134,0.9776119402985075
8,71,170,0.4176470588235294
9,46,148,0.3108108108108108
10,51,138,0.3695652173913043
11,49,158,0.310126582278481
12,96,152,0.631578947368421
13,122,126,0.9682539682539683
14,154,157,0.9808917197452229
15,143,145,0.9862068965517241
16,156,158,0.9873417721518988
17,143,149,0.959731543624161
18,177,178,0.9943820224719101
19,157,161,0.9751552795031055
