state,null_count,total_count,null_fraction
0,138,142,0.971830985915493
1,142,143,0.993006993006993
2,160,162,0.9876543209876543
3,151,152,0.993421052631579
4,139,140,0.9928571428571429
5,165,170,0.9705882352941176
6,135,136,0.9926470588235294
7,124,129,0.9612403100775194
8,166,170,0.9764705882352941
9,141,145,0.9724137931034482
10,140,144,0.9722222222222222
11,150,154,0.974025974025974
12,140,145,0.9655172413793104
13,166,169,0.9822485207100592
14,155,156,0.9935897435897436
15,137,141,0.9716312056737588
16,143,143,1.0
17,139,142,0.9788732394366197
18,156,158,0.9873417721518988
19,156,159,0.9811320754716981
