state,null_count,total_count,null_fraction
0,144,146,0.9863013698630136
1,141,141,1.0
2,141,146,0.9657534246575342
3,150,154,0.974025974025974
4,134,137,0.9781021897810219
5,153,155,0.9870967741935484
6,144,149,0.9664429530201343
7,152,161,0.9440993788819876
8,144,151,0.9536423841059603
9,137,144,0.9513888888888888
10,113,124,0.9112903225806451
11,156,160,0.975
12,155,159,0.9748427672955975
13,127,130,0.9769230769230769
14,162,168,0.9642857142857143
15,163,165,0.9878787878787879
16,144,148,0.972972972972973
17,167,169,0.9881656804733728
18,155,158,0.9810126582278481
19,133,135,0.9851851851851852
