state,null_count,total_count,null_fraction
0,146,153,0.954248366013072
1,158,159,0.9937106918238994
2,170,171,0.9941520467836257
3,151,153,0.9869281045751634
4,140,143,0.9790209790209791
5,138,139,0.9928057553956835
6,156,160,0.975
7,142,143,0.993006993006993
8,144,151,0.9536423841059603
9,141,146,0.9657534246575342
10,144,148,0.972972972972973
11,146,150,0.9733333333333334
12,132,138,0.9565217391304348
13,156,164,0.9512195121951219
14,141,147,0.9591836734693877
15,148,154,0.961038961038961
16,142,144,0.9861111111111112
17,144,147,0.9795918367346939
18,149,151,0.9867549668874173
19,137,139,0.9856115107913669
