state,null_count,total_count,null_fraction
0,142,145,0.9793103448275862
1,158,161,0.9813664596273292
2,136,139,0.9784172661870504
3,142,146,0.9726027397260274
4,135,138,0.9782608695652174
5,158,161,0.9813664596273292
6,156,157,0.9936305732484076
7,158,160,0.9875
8,141,144,0.9791666666666666
9,150,161,0.9316770186335404
10,144,150,0.96
11,143,145,0.9862068965517241
12,152,164,0.926829268292683
13,158,161,0.9813664596273292
14,143,145,0.9862068965517241
15,148,153,0.9673202614379085
16,145,149,0.9731543624161074
17,118,120,0.9833333333333333
18,126,127,0.9921259842519685
19,170,174,0.9770114942528736
