state,null_count,total_count,null_fraction
0,135,137,0.9854014598540146
1,136,139,0.9784172661870504
2,150,153,0.9803921568627451
3,152,154,0.987012987012987
4,174,178,0.9775280898876404
5,170,172,0.9883720930232558
6,133,145,0.9172413793103448
7,18,167,0.10778443113772455
8,6,123,0.04878048780487805
9,10,158,0.06329113924050633
10,11,141,0.07801418439716312
11,6,150,0.04
12,0,145,0.0
13,11,169,0.0650887573964497
14,19,152,0.125
15,138,144,0.9583333333333334
16,145,146,0.9931506849315068
17,135,137,0.9854014598540146
18,134,136,0.9852941176470589
19,150,154,0.974025974025974
