state,null_count,total_count,null_fraction
0,157,160,0.98125
1,140,141,0.9929078014184397
2,125,128,0.9765625
3,159,161,0.9875776397515528
4,160,165,0.9696969696969697
5,145,151,0.9602649006622517
6,132,135,0.9777777777777777
7,135,138,0.9782608695652174
8,142,146,0.9726027397260274
9,147,151,0.9735099337748344
10,159,161,0.9875776397515528
11,150,154,0.974025974025974
12,136,140,0.9714285714285714
13,128,130,0.9846153846153847
14,137,142,0.9647887323943662
15,158,161,0.9813664596273292
16,156,162,0.9629629629629629
17,150,150,1.0
18,166,168,0.9880952380952381
19,153,156,0.9807692307692307
