state,null_count,total_count,null_fraction
0,107,112,0.9553571428571429
1,96,99,0.9696969696969697
2,115,120,0.9583333333333334
3,107,110,0.9727272727272728
4,97,99,0.9797979797979798
5,80,82,0.975609756097561
6,96,98,0.9795918367346939
7,92,97,0.9484536082474226
8,87,89,0.9775280898876404
9,49,107,0.45794392523364486
10,20,83,0.24096385542168675
11,9,99,0.09090909090909091
12,4,109,0.03669724770642202
13,4,101,0.039603960396039604
14,4,97,0.041237113402061855
15,5,100,0.05
16,15,97,0.15463917525773196
17,33,109,0.30275229357798167
18,92,99,0.9292929292929293
19,82,83,0.9879518072289156
20,100,106,0.9433962264150944
21,94,100,0.94
22,97,102,0.9509803921568627
23,93,98,0.9489795918367347
24,90,94,0.9574468085106383
25,106,108,0.9814814814814815
26,102,103,0.9902912621359223
27,105,107,0.9813084112149533
28,96,99,0.9696969696969697
29,87,93,0.9354838709677419
