state,null_count,total_count,null_fraction
0,86,90,0.9555555555555556
1,93,94,0.9893617021276596
2,106,107,0.9906542056074766
3,99,104,0.9519230769230769
4,97,102,0.9509803921568627
5,105,109,0.963302752293578
6,92,94,0.9787234042553191
7,108,111,0.972972972972973
8,89,93,0.956989247311828
9,117,126,0.9285714285714286
10,53,84,0.6309523809523809
11,46,99,0.46464646464646464
12,45,95,0.47368421052631576
13,56,116,0.4827586206896552
14,32,95,0.3368421052631579
15,32,91,0.3516483516483517
16,28,96,0.2916666666666667
17,61,91,0.6703296703296703
18,85,91,0.9340659340659341
19,87,96,0.90625
20,85,95,0.8947368421052632
21,90,98,0.9183673469387755
22,105,114,0.9210526315789473
23,98,106,0.9245283018867925
24,96,105,0.9142857142857143
25,97,100,0.97
26,98,98,1.0
27,105,110,0.9545454545454546
28,102,103,0.9902912621359223
29,84,87,0.9655172413793104
