state,null_count,total_count,null_fraction
0,83,87,0.9540229885057471
1,89,91,0.978021978021978
2,97,100,0.97
3,96,100,0.96
4,93,95,0.9789473684210527
5,100,103,0.970873786407767
6,102,106,0.9622641509433962
7,92,95,0.968421052631579
8,73,91,0.8021978021978022
9,8,87,0.09195402298850575
10,6,93,0.06451612903225806
11,7,98,0.07142857142857142
12,8,112,0.07142857142857142
13,13,94,0.13829787234042554
14,23,117,0.19658119658119658
15,27,117,0.23076923076923078
16,27,105,0.2571428571428571
17,45,89,0.5056179775280899
18,102,110,0.9272727272727272
19,97,101,0.9603960396039604
20,96,101,0.9504950495049505
21,89,94,0.9468085106382979
22,104,109,0.9541284403669725
23,86,91,0.945054945054945
24,108,110,0.9818181818181818
25,97,100,0.97
26,102,104,0.9807692307692307
27,96,98,0.9795918367346939
28,94,96,0.9791666666666666
29,102,106,0.9622641509433962
