state,null_count,total_count,null_fraction
0,100,103,0.970873786407767
1,108,110,0.9818181818181818
2,103,104,0.9903846153846154
3,100,103,0.970873786407767
4,87,90,0.9666666666666667
5,109,116,0.9396551724137931
6,96,99,0.9696969696969697
7,109,112,0.9732142857142857
8,97,99,0.9797979797979798
9,90,92,0.9782608695652174
10,94,98,0.9591836734693877
11,91,95,0.9578947368421052
12,91,99,0.9191919191919192
13,31,114,0.2719298245614035
14,24,115,0.20869565217391303
15,14,105,0.13333333333333333
16,8,104,0.07692307692307693
17,6,97,0.061855670103092786
18,3,93,0.03225806451612903
19,7,89,0.07865168539325842
20,25,106,0.2358490566037736
21,51,107,0.4766355140186916
22,76,85,0.8941176470588236
23,85,88,0.9659090909090909
24,81,86,0.9418604651162791
25,92,99,0.9292929292929293
26,93,95,0.9789473684210527
27,94,96,0.9791666666666666
28,97,99,0.9797979797979798
29,98,102,0.9607843137254902
