state,null_count,total_count,null_fraction
0,96,100,0.96
1,84,86,0.9767441860465116
2,99,103,0.9611650485436893
3,99,101,0.9801980198019802
4,88,92,0.9565217391304348
5,93,95,0.9789473684210527
6,94,96,0.9791666666666666
7,94,95,0.9894736842105263
8,87,93,0.9354838709677419
9,95,98,0.9693877551020408
10,90,94,0.9574468085106383
11,102,105,0.9714285714285714
12,91,99,0.9191919191919192
13,30,89,0.33707865168539325
14,17,119,0.14285714285714285
15,12,98,0.12244897959183673
16,5,94,0.05319148936170213
17,7,92,0.07608695652173914
18,19,106,0.1792452830188679
19,9,100,0.09
20,18,107,0.16822429906542055
21,2,86,0.023255813953488372
22,12,97,0.12371134020618557
23,55,103,0.5339805825242718
24,109,112,0.9732142857142857
25,103,106,0.9716981132075472
26,122,127,0.9606299212598425
27,107,109,0.981651376146789
28,85,91,0.9340659340659341
29,102,107,0.9532710280373832
