state,null_count,total_count,null_fraction
0,103,107,0.9626168224299065
1,92,93,0.989247311827957
2,101,104,0.9711538461538461
3,91,94,0.9680851063829787
4,91,93,0.978494623655914
5,79,107,0.7383177570093458
6,62,95,0.6526315789473685
7,50,113,0.4424778761061947
8,28,90,0.3111111111111111
9,29,92,0.31521739130434784
10,29,100,0.29
11,33,99,0.3333333333333333
12,62,102,0.6078431372549019
13,33,104,0.3173076923076923
14,6,98,0.061224489795918366
15,5,111,0.04504504504504504
16,5,113,0.04424778761061947
17,3,101,0.0297029702970297
18,3,91,0.03296703296703297
19,0,103,0.0
20,7,118,0.059322033898305086
21,25,85,0.29411764705882354
22,103,109,0.944954128440367
23,98,103,0.9514563106796117
24,109,113,0.9646017699115044
25,79,85,0.9294117647058824
26,94,96,0.9791666666666666
27,93,97,0.9587628865979382
28,86,87,0.9885057471264368
29,93,97,0.9587628865979382
