state,null_count,total_count,null_fraction
0,92,96,0.9583333333333334
1,98,100,0.98
2,92,95,0.968421052631579
3,84,86,0.9767441860465116
4,106,111,0.954954954954955
5,105,106,0.9905660377358491
6,109,118,0.923728813559322
7,89,94,0.9468085106382979
8,75,83,0.9036144578313253
9,74,108,0.6851851851851852
10,46,100,0.46
11,32,91,0.3516483516483517
12,39,113,0.34513274336283184
13,20,97,0.20618556701030927
14,26,95,0.2736842105263158
15,29,106,0.27358490566037735
16,63,95,0.6631578947368421
17,107,115,0.9304347826086956
18,81,87,0.9310344827586207
19,104,107,0.9719626168224299
20,99,102,0.9705882352941176
21,85,90,0.9444444444444444
22,110,118,0.9322033898305084
23,84,87,0.9655172413793104
24,93,95,0.9789473684210527
25,89,92,0.967391304347826
26,105,108,0.9722222222222222
27,100,103,0.970873786407767
28,106,107,0.9906542056074766
29,91,95,0.9578947368421052
