state,null_count,total_count,null_fraction
0,100,103,0.970873786407767
1,113,115,0.9826086956521739
2,107,109,0.981651376146789
3,90,92,0.9782608695652174
4,70,73,0.958904109589041
5,100,104,0.9615384615384616
6,94,100,0.94
7,100,104,0.9615384615384616
8,101,107,0.9439252336448598
9,80,84,0.9523809523809523
10,90,94,0.9574468085106383
11,104,111,0.9369369369369369
12,49,91,0.5384615384615384
13,28,102,0.27450980392156865
14,7,89,0.07865168539325842
15,8,102,0.0784313725490196
16,10,88,0.11363636363636363
17,10,104,0.09615384615384616
18,9,112,0.08035714285714286
19,15,118,0.1271186440677966
20,39,121,0.32231404958677684
21,99,109,0.908256880733945
22,89,97,0.9175257731958762
23,91,94,0.9680851063829787
24,95,98,0.9693877551020408
25,84,89,0.9438202247191011
26,97,99,0.9797979797979798
27,99,105,0.9428571428571428
28,90,91,0.989010989010989
29,92,95,0.968421052631579
