state,null_count,total_count,null_fraction,sn_sg_0,sn_sg_1,sn_sg_null,rc_sg_0,rc_sg_1
0,0,0,0,0.09694562839024849,0.806108743219503,0.09694562839024849,0.000488920526026668,0.0038658158877201143
1,0,0,0,0.06002244928563597,0.8799551014287281,0.06002244928563597,0.000488920526026668,0.0038658158877201143
2,0,1,0.0,0.039864646090961846,0.9202707078180763,0.039864646090961846,0.004157318612354214,0.0038658158877201143
3,0,1,0.0,0.039783887110785364,0.9204322257784293,0.039783887110785364,0.000488920526026668,0.03252048092711621
4,0,1,0.0,0.02897080868472216,0.9420583826305556,0.02897080868472216,0.000488920526026668,0.0038658158877201143
5,0,1,0.0,0.028991334403072305,0.9420173311938553,0.028991334403072305,0.000488920526026668,0.0038658158877201143
6,0,0,0,0.04101077447274092,0.9179784510545181,0.04101077447274092,0.000488920526026668,0.0038658158877201143
7,0,1,0.0,0.04068836266054028,0.9186232746789195,0.04068836266054028,0.000488920526026668,0.0038658158877201143
8,0,0,0,0.06052774231877876,0.8789445153624424,0.06052774231877876,0.000488920526026668,0.0038658158877201143
9,0,0,0,0.06257083028557109,0.8748583394288578,0.06257083028557109,0.000488920526026668,0.0038658158877201143
10,0,1,0.0,0.04177777025411318,0.9164444594917737,0.04177777025411318,0.000488920526026668,0.0038658158877201143
11,0,0,0,0.06094864977261657,0.8781027004547668,0.06094864977261657,0.000488920526026668,0.0038658158877201143
12,0,1,0.0,0.060930778655778436,0.8781384426884431,0.060930778655778436,0.000488920526026668,0.0038658158877201143
13,1,2,0.5,0.04082689800265231,0.9183462039946954,0.04082689800265231,0.000488920526026668,0.0038658158877201143
14,0,0,0,0.06073194055285514,0.8785361188942897,0.06073194055285514,0.000488920526026668,0.0038658158877201143
15,0,0,0,0.04017402754171062,0.9196519449165788,0.04017402754171062,0.000488920526026668,0.0038658158877201143
16,0,1,0.0,0.058450824161341036,0.883098351677318,0.058450824161341036,0.000488920526026668,0.0038658158877201143
17,0,0,0,0.09371216608961523,0.8125756678207695,0.09371216608961523,0.000488920526026668,0.0038658158877201143
18,0,1,0.0,0.05781972939903188,0.8843605412019362,0.05781972939903188,0.000488920526026668,0.0038658158877201143
19,0,0,0,0.057836053799629805,0.8843278924007404,0.057836053799629805,0.000488920526026668,0.0038658158877201143
20,0,0,0,0.09289317956656717,0.8142136408668657,0.09289317956656717,0.000488920526026668,0.0038658158877201143
21,0,1,0.0,0.056799166825613416,0.886401666348773,0.056799166825613416,0.000488920526026668,0.0038658158877201143
22,0,0,0,0.05657716581672103,0.886845668366558,0.05657716581672103,0.9405211719503425,0.0038658158877201143
23,0,0,0,0.05648880497168671,0.8870223900566266,0.05648880497168671,0.000488920526026668,0.0038658158877201143
24,1,2,0.5,0.03785201285396995,0.9242959742920601,0.03785201285396995,0.000488920526026668,0.0038658158877201143
25,0,1,0.0,0.0561181585703811,0.8877636828592378,0.0561181585703811,0.000488920526026668,0.06081828724440727
26,0,0,0,0.056136145022183066,0.8877277099556339,0.056136145022183066,0.000488920526026668,0.08999114913102342
27,0,1,0.0,0.027127077214948017,0.945745845570104,0.027127077214948017,0.000488920526026668,0.0038658158877201143
28,0,0,0,0.038237023874422786,0.9235259522511544,0.038237023874422786,0.000488920526026668,0.05855808015304602
29,0,0,0,0.03827699077046495,0.9234460184590702,0.03827699077046495,0.000488920526026668,0.0038658158877201143
30,0,2,0.0,0.03825730510044708,0.9234853897991059,0.03825730510044708,0.000488920526026668,0.0038658158877201143
31,0,0,0,0.057210755880012704,0.8855784882399746,0.057210755880012704,0.000488920526026668,0.0038658158877201143
32,0,1,0.0,0.966958618491029,0.03103313867692269,0.0020082428320483715,0.000488920526026668,0.0038658158877201143
33,0,0,0,0.9715545104418633,0.026710456368317807,0.0017350331898188546,0.000488920526026668,0.0038658158877201143
34,0,0,0,0.0010390983005047272,0.9988368242183042,0.00012407748119100701,0.000488920526026668,0.0038658158877201143
35,0,1,0.0,0.0017782440090573378,0.9980099904341365,0.00021176555680621885,0.000488920526026668,0.0038658158877201143
36,0,0,0,0.8810430343827733,0.05947848280861337,0.05947848280861337,0.000488920526026668,0.0038658158877201143
37,0,1,0.0,0.09604543125790073,0.899765755632763,0.004188813109336216,0.000488920526026668,0.0038658158877201143
