state,null_count,total_count,null_fraction
0,5087,5107,0.996083806540043
1,4970,4980,0.9979919678714859
2,4885,4901,0.9967353601305856
3,4947,4959,0.9975801572897761
4,4974,4990,0.9967935871743487
5,4946,4963,0.996574652427967
6,4968,4984,0.9967897271268058
7,4882,4897,0.9969369001429447
8,62,5093,0.012173571568819949
9,9,5027,0.0017903322060871295
10,4,5070,0.0007889546351084812
11,2,4968,0.00040257648953301127
12,5,5000,0.001
13,3542,4905,0.7221202854230377
14,4936,4951,0.996970309028479
15,5061,5086,0.995084545812033
16,5029,5046,0.9966309948474039
17,4965,4984,0.9961878009630819
18,4962,4976,0.9971864951768489
19,5098,5113,0.9970663015841972
